target,text,cleaned_text,processed_text
0,"Poor Dyno  he's okay though, he didn't get flushed all the way!",poor dyno he is okay though he did not get flushed all the way,poor dyno okay though get flushed way
0,@OrganicLisa WELCOME TO THE TWITESPHERE! IÂ´m leaving the Galapagos today. Sad  That does mean one day closer to seeing you again though!!,welcome to the twitesphere im leaving the galapagos today sad that does mean one day closer to seeing you again though,welcome twitesphere im leaving galapagos today sad mean one day closer seeing though
1,sign up for the Mt Dew sweepstakes and win prizes! http://tinyurl.com/mtdewtokens ,sign up for the mt dew sweepstakes and win prizes,sign mt dew sweepstakes win prize
0,Just got on to do college work thinking bout my baby darnell. ,just got on to do college work thinking bout my baby darnell,got college work thinking bout baby darnell
0,Jean Michel Jarre concert tomorrow  gotta work 7-3 before though ,jean michel jarre concert tomorrow gotta work before though,jean michel jarre concert tomorrow got ta work though
0,@surfygurlx cheer up ,cheer up,cheer
1,@iamtherumour_ annnie babes!  i have to revise for busman  give me sympathy. hahaha,annnie babes i have to revise for busman give me sympathy hahaha,annnie babe revise busman give sympathy hahaha
0,has been driven indoors - away from her bedding plants - by the rain  ,has been driven indoors away from her bedding plants by the rain,driven indoors away bedding plant rain
0,@fromblueskies ESPN bought the football from Setanta ,espn bought the football from setanta,espn bought football setanta
0,wake up early tomorrow . ,wake up early tomorrow,wake early tomorrow
0,Yeah. It's sad. ,yeah it is sad,yeah sad
1,@bondscoop thanks -- no wonder I couldn't find it. I 'll take my $$ out of the mattress now. ,thanks no wonder i could not find it i will take my out of the mattress now,thanks wonder could find take mattress
0,What is common between Chidambaram and George Bush  http://news.oneindia.in/2009/04/07/sikh-journalist-hurls-shoe-at-p-chidambaram.html,what is common between chidambaram and george bush,common chidambaram george bush
0,@embeep sorry about your sadness  I'll be home next weeked. we can faff about and stalk celebs on twitter,sorry about your sadness i will be home next weeked we can faff about and stalk celebs on twitter,sorry sadness home next weeked faff stalk celebs twitter
1,@kool_aid LMAO!  woo-hoo! You made me laugh big time today! Thanks. ,lmao woohoo you made me laugh big time today thanks,lmao woohoo made laugh big time today thanks
0,Twitter is .... somehow borring... ,twitter is somehow borring,twitter somehow borring
0,I.....want to.......go........home........ ,iwant togohome,iwant togohome
1,@CorkyIsCrazy Night ,night,night
1,@hubert_tay @inspirebel I have been cabbing cos can claim from company muahaha!  I miss you guys too!,i have been cabbing cos can claim from company muahaha i miss you guys too,cabbing co claim company muahaha miss guy
0,"@rustyrockets i think, mr brand, that u at least owe us a few tweets after abandoning us uk girlies for LA  xx",i think mr brand that u at least owe us a few tweets after abandoning us uk girlies for la xx,think mr brand least owe u tweet abandoning u uk girlies la xx
0,i want more cashew nuts but my braces can't handle it anymore *stares at the cashew nuts* huhu ,i want more cashew nuts but my braces cannot handle it anymore stares at the cashew nuts huhu,want cashew nut brace handle anymore stare cashew nut huhu
0,thinking of this problem. i dont know whats going on actually. ,thinking of this problem i dont know whats going on actually,thinking problem dont know whats going actually
1,"Finished the first day of Bridges. Exhausted, but happy ",finished the first day of bridges exhausted but happy,finished first day bridge exhausted happy
1,@indiemoviemaker thanks 4 including me in your shoutout ,thanks including me in your shoutout,thanks including shoutout
1,"@lilyroseallen ah, how lovely  i hope you have a peaceful and relaxing day! truly cannot wait to see you in australia. x",ah how lovely i hope you have a peaceful and relaxing day truly cannot wait to see you in australia x,ah lovely hope peaceful relaxing day truly wait see australia
1,@LadyParadis Ah. I figured you probably were or kept a very punishing schedule. ,ah i figured you probably were or kept a very punishing schedule,ah figured probably kept punishing schedule
1,"@thomaskattus you asked about my SF schedule, dahling...maybe next time ",you asked about my sf schedule dahlingmaybe next time,asked sf schedule dahlingmaybe next time
1,Note 2 All: Premier Issue Arriving October instead of September.  Extra month to get it juuuuuuuust right  ,note all premier issue arriving october instead of september extra month to get it juuuuuuuust right,note premier issue arriving october instead september extra month get juuuuuuuust right
0,torrents are taking foreverrrr. why is it so slow  fuck you youtube for halting my tv watching.,torrents are taking foreverrrr why is it so slow fuck you youtube for halting my tv watching,torrent taking foreverrrr slow fuck youtube halting tv watching
1,Waiting for mum friend to come he gonna teach me how to drive a land rover  luuv big cars ;) ,waiting for mum friend to come he gonna teach me how to drive a land rover luuv big cars,waiting mum friend come gon na teach drive land rover luuv big car
1,"Got back from working at the Foster's, then hung out with Brooke and Holly for a bit. ",got back from working at the foster is then hung out with brooke and holly for a bit,got back working foster hung brooke holly bit
0,Enjoying the public holiday .... at the office ,enjoying the public holiday at the office,enjoying public holiday office
1,@vern28 aww thanks!  its getting better yea... how are ya so far? &lt;3,aww thanks its getting better yea how are ya so far lt,aww thanks getting better yea ya far lt
1,@meriel awww ull get it soon enough ,awww ull get it soon enough,awww ull get soon enough
1,@shamim86 Want to swap? ,want to swap,want swap
0,won tickets to see the jonas brothers (: ...but of course I can't go ,won tickets to see the jonas brothers but of course i cannot go,ticket see jonas brother course go
1,@philwill Your target speed for our &quot;race&quot; will be revised accordingly ,your target speed for our quotracequot will be revised accordingly,target speed quotracequot revised accordingly
0,I didn't get my free coke glass ,i did not get my free coke glass,get free coke glass
1,"just had lunch...lol btw, good afternoon ppl ",just had lunchlol btw good afternoon ppl,lunchlol btw good afternoon ppl
0,"@riskyrevenge Wait, what? Sick? ",wait what sick,wait sick
0,@syazanaa I'm hungry la.  Healthy food is SO not satisfying.,i am hungry la healthy food is so not satisfying,hungry la healthy food satisfying
1,@tommcfly please tom! say 'hola' to the argentinian fans! ,please tom say hola to the argentinian fans,please tom say hola argentinian fan
1,@30daysofbikram Go you!  Only 11 more days to go. Have you tried doing doubles?,go you only more days to go have you tried doing doubles,go day go tried double
1,@SCottNYdam:  Hope you're mending up well.  I look forward to seeing you buzzing around France soon.  ,hope you are mending up well i look forward to seeing you buzzing around france soon,hope mending well look forward seeing buzzing around france soon
1,"@Porfix haha of course I'd say that the Dutch are just a tad cuter  But still, berlin and its inhabitants are the best!",haha of course i would say that the dutch are just a tad cuter but still berlin and its inhabitants are the best,haha course would say dutch tad cuter still berlin inhabitant best
1,"@jenwoodhouse well technically May ran outta days, you &amp; I don't have to call it June if we don't wanna  lol",well technically may ran outta days you amp i do not have to call it june if we do not wanna lol,well technically may ran outta day amp call june wan na lol
1,I'm gonna cuddle with my dog and play Donkey Kong. My life is pathetic ,i am gonna cuddle with my dog and play donkey kong my life is pathetic,gon na cuddle dog play donkey kong life pathetic
1,@FrauEngel And I DO love Mars Planets. Loved them before they were out in Germany. British shops are the best ,and i do love mars planets loved them before they were out in germany british shops are the best,love mar planet loved germany british shop best
1,"@jldavid Hey, nice new pic! Sounds like you had a good trip. ",hey nice new pic sounds like you had a good trip,hey nice new pic sound like good trip
0,I'm extrememly lonely right now! Everyone is out and I'm stuck here doing Maths revision...against my will! Boo! ,i am extrememly lonely right now everyone is out and i am stuck here doing maths revisionagainst my will boo,extrememly lonely right everyone stuck math revisionagainst boo
